"complete_ds_ubib","authors","title","pid","link","genre_ubib","genre_manual","year","year_ubib","fachbereich_ubib","institut_ubib","institut_short","subject_area","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","publisher","journal_name"
"""1836. (Beitrag in einem Buch) Höfer-Öllinger, Giorgio: Tunnelbau im Karst / Giorgio Höfer-Öllinger.,  Enthalten in: Höhlen und Karst in Österreich / Christoph Spötl, Lukas Plan, Erhard Christian Linz: Oberösterreichisches Landesmuseum Linz, 2016 Seite 113-122 Denisia ; 37 Kataloge des Oberösterreichischen Landesmuseums ; N.S. 177 Wissenschaftliches Beiheft zur Zeitschrift ""Die Höhle"" ; Nr. 61, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie]""",NA,"tunnelbau im karst",NA,"https://toc.library.ethz.ch/objects/pdf03/e01_978-3-85474-321-7_01.pdf","Beitrag in einem Buch","book-chapter",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1837. (Beitrag in einem Buch) Holzbecher, Ekkehard: Numerical modeling of CO2-storage / Ekkehard Holzbecher.,  Enthalten in: COMSOL Conference (2016 : Boston, Mass.) COMSOL Conference 2016 user presentations Burlington Mass.: COMSOL Inc., 2016 6 Seiten, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geologie]""",NA,"numerical modeling of co2-storage",NA,"https://www.comsol.fr/paper/download/360961/holzbecher_paper.pdf","Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1844. (Beitrag in einem Buch) Höfer-Öllinger, Giorgio; Pointner, Peter; Stadlober, M.: Percussion drilling as fast and efficient investigation in construction stage : a case study from Koralm Base Tunnel, Austria / Giorgio Höfer-Öllinger, Peter Pointner, M. Stadlober.,  Enthalten in: ITA-AITES World Tunnel Congress (2016 : San Francisco, Calif.) ITA-AITES World Tunnel Congress 2016 (WTC 2016) : San Francisco, California, USA, 22-28 April 2016 / Society for Mining, Metallurgy and Exploration Red Hook, NY: Curran Associates Inc, 2016 Volume 2, Seite 1120-1127, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] DOI: 10.13140/RG.2.2.27600.51203""",NA,"percussion drilling as fast and efficient investigation in construction stage: a case study from koralm base tunnel, austria","10.13140/rg.2.2.27600.51203","https://doi.org/10.13140/rg.2.2.27600.51203","Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1846. (Beitrag in einem Buch) Holzbecher, Ekkehard; Manchester, T.: Sub-surface heat rejection in alternative cooling systems / Ekkehard Holzbecher, T. Manchester.,  Enthalten in: COMSOL Conference (2016 : Boston, Mass.) COMSOL Conference 2016 user presentations Burlington Mass.: COMSOL Inc., 2016 4 Seiten, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geologie]""",NA,"sub-surface heat rejection in alternative cooling systems",NA,"https://www.comsol.de/paper/download/359451/holzbecher_paper.pdf","Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1848. (Beitrag in einem Buch) Holzbecher, Ekkehard: Tools for managing the subsurface : an approach for smart cities / Ekkehard Holzbecher.,  Enthalten in: MEC International Conference on Big Data and Smart City (3. : 2016 :  Maskat) 2016 3rd MEC International Conference on Big Data and Smart City (ICBDSC) : Muscat, Oman 15-16 March 2016 / Middle East College ; technically co-sponsored by IEEE, IEEE Communications Society and IEEE Oman Chapter Piscataway, NJ: IEEE, 2016 Seite 57-61, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geologie] DOI: 10.1109/ICBDSC.2016.7460343""",NA,"tools for managing the subsurface: an approach for smart cities","10.1109/icbdsc.2016.7460343","https://doi.org/10.1109/icbdsc.2016.7460343","Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license","IEEE","2016 3rd MEC International Conference on Big Data and Smart City (ICBDSC)"
"""1194. (Beitrag in einem Buch) Kaufmann, Georg; Romanov, Douchko: Geophysical observations and structural models of two shallow caves in gypsum/anhydrite-bearing rocks in Germany / Georg Kaufmann, Douchko Romanov.,  Enthalten in: Advances in karst research : theory, field work and applications / edited by: M. Parise (University Aldo Moro, Italy), F. Gabrovsek (Karst Research Institute ZRC SAZU, Slovenia), G. Kaufmann (Freie Universität Berlin, Germany) and N. Ravbar (Karst Research Institute ZRC SAZU, Slovenia) London: Geological Society, 2018 Seite 341-357 Geological society special publications ; no. 466 Lyell collection, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik] DOI: 10.1144/SP466.13""",NA,"geophysical observations and structural models of two shallow caves in gypsum/anhydrite-bearing rocks in germany","10.1144/sp466.13","https://doi.org/10.1144/sp466.13","Beitrag in einem Buch","other",2017,2018,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license","Geological Society of London","Geological Society, London, Special Publications"
"""(Beitrag in einem Buch) Gleißner, Philipp; Steen, Alexander; Benzmüller, Christoph: Theorem provers for every normal modal logic / Philipp Gleißner, Alexander Steen, Christoph Benzmüller.,  Enthalten in: International Conference on Logic for Programming, Artificial Intelligence and Reasoning (21. : 2017 : Maun) LPAR-21 : 21st International Conference on Logic for Programming, Artificial Intelligence and Reasoning / editors: Thomas Eiter and David Sands Manchester: EasyChair, 2017 46, 14-30 EPiC series in computing ; volume 46, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] DOI: 10.29007/jsb9""",NA,"theorem provers for every normal modal logic","10.29007/jsb9","https://doi.org/10.29007/jsb9","Beitrag in einem Buch","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license","EasyChair","EPiC Series in Computing"
"""1207. (Beitrag in einem Buch) Secchiari, A.; Becker, Harry; Gleißner, Philipp; Li, C.; Montanini, A.; Bosch, D.: Evidence from the New Caledonia peridotites for contrasting behaviour of highly siderophile and chalcophile elements in supra-subduction zone and normal upper mantle / A. Secchiari, Harry Becker, Philipp Gleißner, C. Li, A. Montanini, D. Bosch.,  Enthalten in: Geosciences: a tool in a changing world (Veranstaltung) (2017 : Pisa) Geosciences: a tool in a changing world : congresso congiunto SIMP-SGI-SOGEI-AIV : abstract book, Pisa, 3-6 settembre 2017 / curatori del volume: Cristian Biagioni, Bernardo Carmina, Yuri Galanti, Marco Pasero, Fabio Massimo Petti ; a cura della Società Geologica Italiana Lavis, TN: Litotipografia Alcione, 2017 Seite 285, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] DOI: 10.3301/ABSGI.2017.01""",NA,"geosciences: a tool in a changing world - congresso congiunto sgi-simp-aiv-sogei, pisa 3-6 settembre 2017","10.3301/absgi.2017.01","https://doi.org/10.3301/absgi.2017.01","Beitrag in einem Buch","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license","Società Geologica Italianaa",NA
"""(andere elektronische Dokumente) Krause, Christian; Auster, Uli; Bibring, Jean-Pierre; Biele, Jens; Cenac, Celine; Cozzoni, Barbara; Deleuze, Muriel; Dudal, Clément; Embacher, Daniel; Fantinati, Cinzia; Fischer, Hans-Herbert; Geurts, Koen; Glassmeier, Karl-Heinz; Granena, David; Grott, Matthias; Grundmann, Jan Thimo; Hamm, Vincent; Hercik, David; Ho, Tra-Mi; Jaumann, Ralf; Kayal, Kagan; Knollenberg, Jörg; Küchemann, Oliver; Lange, Caroline; Lorda, Laurence; Maibaum, Michael; May, Daniel; Okada, Tatsuaki; Saiki, Takanao; Sasaki, Kaname; Schmitz, Nicole; Suzuki, Ryo; Moussi, Aurelie; Termtanasombat, Nawarat; Tsuda, Yuichi; Ulamec, Stephan; Yoshimitsu, Tetsuo: MASCOT - a mobile lander on-board Hayabusa2 spacecraft : operations and status after launch / Christian Krause, Uli Auster, Jean-Pierre Bibring, Jens Biele, Celine Cenac, Barbara Cozzoni, Muriel Deleuze, Clément Dudal, Daniel Embacher, Cinzia Fantinati, Hans-Herbert Fischer, Koen Geurts, Karl-Heinz Glassmeier, David Granena, Matthias Grott, Jan Thimo Grundmann, Vincent Hamm, David Hercik, Tra-Mi Ho, Ralf Jaumann, Kagan Kayal, Jörg Knollenberg, Oliver Küchemann, Caroline Lange, Laurence Lorda, Michael Maibaum, Daniel May, Tatsuaki Okada, Takanao Saiki, Kaname Sasaki, Nicole Schmitz, Ryo Suzuki, Aurelie Moussi, Nawarat Termtanasombat, Yuichi Tsuda, Stephan Ulamec, Tetsuo Yoshimitsu., 2017, Chiba?, JpGU-AGU, Japan Geoscience Union, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Planetologie / Fernerkundung]""",NA,"mascot - a mobile lander on-board hayabusa2 spacecraft: operations and status after launch",NA,"https://confit.atlas.jp/guide/event/jpguagu2017/subject/E_PPS02-P26/detail","andere elektronische Dokumente","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Scully, Jennifer; Buczkowski, Debra; Schenk, Paul; Neesemann, Adrian; Raymond, Carol; Russell, Christopher; Bland, Michael; Castillo-Rogez, Julie; Quick, Lynnae; Ruesch, Ottaviano; Schmidt, Britney: The formation and evolution of the bright faculae in Occator Crater on Ceres / Jennifer Scully, Debra Buczkowski, Paul Schenk, Adrian Neesemann, Carol Raymond, Christopher Russell, Michael Bland, Julie Castillo-Rogez, Lynnae Quick, Ottaviano Ruesch, Britney Schmidt.,  Enthalten in: Asia Oceania Geosciences Society. Meeting (14. : 2017 : Singapur) AOGS 2017 : 14th annual meeting, 6-11 Aug 2017, Singapore / Asia Oceania Geosciences Society Singapore: AOGS Secretariat at Meeting Matters International, 2017 Abstract SS04-D2-PM2-331-005 (SS04-A003), [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Planetologie / Fernerkundung]""",NA,"the formation and evolution of the bright faculae in occator crater on ceres",NA,NA,"Beitrag in einem Buch","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Breitenbach, Romy; Toepel, Jörg; Dementyeva, Polina; Knabe, Nicole; Gorbushina, Anna A.: Snapshots of fungal extracellular matrices / Romy Breitenbach, Jörg Toepel, Polina Dementyeva, Nicole Knabe, Anna A. Gorbushina.,  Enthalten in: The perfect slime : microbial extracellular polymeric substances (EPS) / edited by Hans-Curt Flemming, Thomas R. Neu and Jost Wingender London: IWA Publishing, 2017 Seite 269-299, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] DOI: 10.2166/9781780407418""",NA,"snapshots of fungal extracellular matrices","10.2166/9781780407425","https://doi.org/10.2166/9781780407425","Beitrag in einem Buch","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license","IWA Publishing",NA
"""(Beitrag in einem Buch) Leinfelder, Reinhold: Willkommen im Anthropozän : Zukunftskonzepte vermitteln / Reinhold Leinfelder.,  Enthalten in: Workshop Kommunikationsstrategien einer Nachhaltigen Mobilitätskultur (2017 : Stuttgart) Workshop Kommunikationsstrategien einer Nachhaltigen Mobilitätskultur : 04.-07. Mai 2017, Universität Stuttgart Stuttgart: Internationales Zentrum für Kultur- und Technikforschung, Universität Stuttgart, 2017 Seite 14, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie]""",NA,"willkommen im anthropozän: zukunftskonzepte vermitteln",NA,"https://www.izkt.uni-stuttgart.de/veranstaltungen/Reinhold-Leinfelder-Willkommen-im-Anthropozaen-Zukunftskonzepte-vermitteln/","Beitrag in einem Buch","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Monografie) Hamann, Alexandra; Baganz, Cynthia Rebecca; Kirstein, Jens; Schleunitz, Marc-Aurel; Habermann, Theresa; Leinfelder, Reinhold: Mehlwurmburger oder vegane Eier? : Essen im Anthropozän : Lehrerhandreichung zum Sachcomic Die Anthropozän-Küche : Matooke, Bienenstich und eine Prise Phosphor - in zehn Speisen um die Welt : Jahrgangsstufen 9 und 10 und Sekundarstufe II / Autorinnen und Autoren: Alexandra Hamann, Cynthia Rebecca Baganz, Jens Kirstein, Marc-Aurel Schleunitz, Theresa Habermann, Reinhold Leinfelder ; Illustratorinnen und Illustratoren: Riikka Laakso, Faezeh Shakoori Dizaji, Emil Sommerfeldt, Jay Daniel Wright., 2017, Berlin, mint wissen Verlag, ISBN: 9783946979029, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie]""",NA,"mehlwurmburger oder vegane eier?: essen im anthropozän: lehrerhandreichung zum sachcomic die anthropozän-küche: matooke, bienenstich und eine prise phosphor - in zehn speisen um die welt: jahrgangsstufen 9 und 10 und sekundarstufe ii",NA,NA,"Monografie","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license","Mint Wissen Verlag",NA
"""(andere elektronische Dokumente) Blanckenburg, Friedhelm von; Dümcke, Wolfgang: Die Erdoberfläche und das Isotopen-Karussell der chemischen Elemente / Friedhelm von Blanckenburg, Wolfgang Dümcke., 2017, Potsdam, Helmholtz-Zentrum Potsdam, Deutsches GeoForschungsZentrum, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] DOI: 10.2312/GFZ.3.3.2017.003""",NA,"die erdoberfläche und das isotopen-karussell der chemischen elemente","10.2312/gfz.3.3.2017.002","https://doi.org/10.2312/gfz.3.3.2017.002","andere elektronische Dokumente","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Mayr, Sibylle; Sviridov, Viacheslav; Shapiro, Serge: Geschwindigkeitsvoraussage mittels des Porositätsdeformationsansatzes : einige unterstützende Bedingungen für die Parameter / Sibylle Mayr, Viacheslav Sviridov, Serge Shapiro.,  Enthalten in: Deutsche Geophysikalische Gesellschaft. Jahrestagung (77. : 2017 : Potsdam) 77. Jahrestagung der Deutschen Geophysikalischen Gesellschaft : 27.-30. März 2017 in Potsdam / Veranstalter: Deutsche Geophysikalische Gesellschaft e.V. ; Ausrichter: Universität Potsdam ; Helmholtz-Zentrum Potsdam, Deutsches GeoForschungsZentrum (GFZ) Potsdam: Helmholtzzentrum Potsdam, Deutsches GeoForschungsZentrum, 2017 Seite 203, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik] DOI: 10.2312/dgg77""",NA,"geschwindigkeitsvoraussage mittels des porositätsdeformationsansatzes: einige unterstützende bedingungen für die parameter","10.2312/dgg77","https://doi.org/10.2312/dgg77","Beitrag in einem Buch","other",2017,2017,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
